SEQN,Gender,Age(year),Race,Served_army,Country_of_birth,Length_time_US,Education(adults),Marital_status,Pregnancy_status,People_in_Household,Income_poverty_num,Income_poverty,Races_simplify
138917.0,Female,29.0,Non-Hispanic White,No,US,,High school,Never married,Cannot ascertain,1.0,,High,White
138918.0,Female,80.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,3.29,Middle,White
138919.0,Male,80.0,Non-Hispanic White,No,Others,>20,High school,Widowed/Divorced/Separated,,1.0,,High,White
138920.0,Male,15.0,Non-Hispanic White,,US,,,,,3.0,3.82,Middle,White
138921.0,Female,68.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,2.0,5.0,High,White
138922.0,Female,16.0,Non-Hispanic White,,US,,,,,6.0,3.23,Middle,White
138923.0,Male,17.0,Non-Hispanic White,No,US,,,,,5.0,3.08,Middle,White
138924.0,Female,17.0,Non-Hispanic Black,No,US,,,,,2.0,,High,Back-Hispanic-Asian
138925.0,Male,17.0,Other Hispanic,No,Others,< 1,,,,5.0,1.99,Low,Back-Hispanic-Asian
138926.0,Female,64.0,Non-Hispanic Black,No,US,,Some college,Married/Living with partner,,3.0,4.34,Middle,Back-Hispanic-Asian
138927.0,Female,10.0,Other Hispanic,,US,,,,,3.0,2.28,Middle,Back-Hispanic-Asian
138928.0,Female,72.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,2.0,,High,White
138929.0,Female,80.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,,High,White
138930.0,Female,28.0,Non-Hispanic White,No,US,,College graduate,Never married,No,1.0,4.27,Middle,White
138931.0,Male,18.0,Mexican American,No,US,,,,,2.0,2.06,Middle,Back-Hispanic-Asian
138932.0,Female,35.0,Non-Hispanic Black,No,US,,High school,Never married,Cannot ascertain,2.0,1.44,Low,Back-Hispanic-Asian
138933.0,Female,12.0,Non-Hispanic Black,,US,,,,,6.0,1.41,Low,Back-Hispanic-Asian
138934.0,Female,43.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,Cannot ascertain,2.0,4.31,Middle,White
138935.0,Male,54.0,Non-Hispanic Asian,No,Others,>20,Some college,Never married,,1.0,2.43,Middle,Back-Hispanic-Asian
138936.0,Male,21.0,Non-Hispanic Black,No,US,,High school,Never married,,4.0,1.89,Low,Back-Hispanic-Asian
138937.0,Male,80.0,Other Hispanic,No,Others,>20,9-11th grade,Married/Living with partner,,2.0,1.53,Low,Back-Hispanic-Asian
138938.0,Male,75.0,Mexican American,Yes,US,,High school,Married/Living with partner,,2.0,2.18,Middle,Back-Hispanic-Asian
138939.0,Male,73.0,Non-Hispanic White,No,US,,Some college,Never married,,1.0,1.03,Low,White
138940.0,Male,22.0,Non-Hispanic Black,No,Others,1-4,High school,Never married,,2.0,,High,Back-Hispanic-Asian
138941.0,Female,71.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,4.64,Middle,White
138942.0,Female,38.0,Non-Hispanic White,No,US,,9-11th grade,Widowed/Divorced/Separated,No,7.0,0.06,Low,White
138943.0,Male,62.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,3.0,0.98,Low,White
138944.0,Female,11.0,Non-Hispanic White,,US,,,,,4.0,1.58,Low,White
138945.0,Female,62.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
138946.0,Male,70.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,4.01,Middle,White
138947.0,Female,38.0,Non-Hispanic Asian,No,Others,>20,College graduate,Married/Living with partner,No,4.0,5.0,High,Back-Hispanic-Asian
138948.0,Male,9.0,Other Hispanic,,Others,1-4,,,,7.0,0.35,Low,Back-Hispanic-Asian
138949.0,Female,51.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,1.0,5.0,High,White
138950.0,Female,51.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,3.0,,High,White
138951.0,Male,80.0,Non-Hispanic Asian,No,Others,>20,College graduate,Married/Living with partner,,3.0,3.92,Middle,Back-Hispanic-Asian
138952.0,Male,5.0,Other Race,,US,,,,,7.0,1.0,Low,Back-Hispanic-Asian
138953.0,Female,67.0,Non-Hispanic White,No,Others,>20,College graduate,Married/Living with partner,,2.0,4.06,Middle,White
138954.0,Male,10.0,Mexican American,,US,,,,,3.0,1.61,Low,Back-Hispanic-Asian
138955.0,Female,57.0,Non-Hispanic White,No,US,,9-11th grade,Widowed/Divorced/Separated,,1.0,1.66,Low,White
138956.0,Female,39.0,Other Race,No,US,,9-11th grade,Widowed/Divorced/Separated,No,3.0,0.65,Low,Back-Hispanic-Asian
138957.0,Female,10.0,Non-Hispanic White,,US,,,,,2.0,5.0,High,White
138958.0,Female,4.0,Non-Hispanic White,,US,,,,,4.0,2.7,Middle,White
138959.0,Female,37.0,Non-Hispanic White,No,Others,15-19,College graduate,Married/Living with partner,Yes,5.0,3.84,Middle,White
138960.0,Male,76.0,Non-Hispanic White,Yes,US,,Some college,Married/Living with partner,,2.0,2.46,Middle,White
138961.0,Female,1.0,Non-Hispanic White,,US,,,,,3.0,4.13,Middle,White
138962.0,Female,80.0,Non-Hispanic Asian,No,Others,>20,< 9th grade,Widowed/Divorced/Separated,,1.0,0.82,Low,Back-Hispanic-Asian
138963.0,Female,59.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
138964.0,Female,22.0,Non-Hispanic White,No,US,,Some college,Never married,No,2.0,3.02,Middle,White
138965.0,Female,54.0,Other Hispanic,No,Others,>20,College graduate,Married/Living with partner,,2.0,5.0,High,Back-Hispanic-Asian
138966.0,Female,80.0,Non-Hispanic White,No,US,,Dont Know,Widowed/Divorced/Separated,,2.0,,High,White
138967.0,Female,68.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,3.43,Middle,White
138968.0,Female,79.0,Non-Hispanic White,No,US,,9-11th grade,Married/Living with partner,,7.0,0.68,Low,White
138969.0,Male,29.0,Non-Hispanic Asian,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,Back-Hispanic-Asian
138970.0,Female,17.0,Mexican American,No,US,,,,,3.0,0.71,Low,Back-Hispanic-Asian
138971.0,Female,37.0,Other Race,No,US,,College graduate,Married/Living with partner,No,2.0,5.0,High,Back-Hispanic-Asian
138972.0,Female,77.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,4.92,Middle,White
138973.0,Female,29.0,Non-Hispanic White,No,US,,Some college,Never married,No,2.0,1.47,Low,White
138974.0,Male,9.0,Other Hispanic,,US,,,,,4.0,0.66,Low,Back-Hispanic-Asian
138975.0,Male,5.0,Non-Hispanic White,,US,,,,,7.0,1.91,Low,White
138976.0,Male,36.0,Non-Hispanic White,Yes,US,,College graduate,Married/Living with partner,,2.0,,High,White
138977.0,Female,3.0,Non-Hispanic White,,US,,,,,5.0,0.32,Low,White
138978.0,Female,75.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,3.88,Middle,White
138979.0,Male,67.0,Non-Hispanic White,Yes,US,,Some college,Married/Living with partner,,2.0,3.04,Middle,White
138980.0,Male,11.0,Non-Hispanic White,,US,,,,,7.0,5.0,High,White
138981.0,Female,59.0,Non-Hispanic White,No,US,,9-11th grade,Widowed/Divorced/Separated,,1.0,5.0,High,White
138982.0,Female,80.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,5.0,High,White
138983.0,Female,25.0,Other Hispanic,No,Others,>20,College graduate,Never married,No,3.0,3.04,Middle,Back-Hispanic-Asian
138984.0,Male,69.0,Non-Hispanic Black,No,US,,High school,Married/Living with partner,,2.0,5.0,High,Back-Hispanic-Asian
138985.0,Female,77.0,Non-Hispanic Black,Yes,US,,Some college,Widowed/Divorced/Separated,,1.0,1.18,Low,Back-Hispanic-Asian
138986.0,Male,41.0,Non-Hispanic White,Yes,US,,College graduate,Married/Living with partner,,3.0,5.0,High,White
138987.0,Female,33.0,Other Hispanic,No,Others,10-14,Some college,Widowed/Divorced/Separated,Cannot ascertain,3.0,1.37,Low,Back-Hispanic-Asian
138988.0,Male,4.0,Non-Hispanic White,,US,,,,,5.0,5.0,High,White
138989.0,Male,79.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,2.58,Middle,White
138990.0,Female,59.0,Other Hispanic,No,Others,>20,< 9th grade,Widowed/Divorced/Separated,,1.0,5.397605346934028e-79,Low,Back-Hispanic-Asian
138991.0,Male,18.0,Other Race,No,US,,,,,2.0,5.397605346934028e-79,Low,Back-Hispanic-Asian
138992.0,Female,4.0,Other Race,,US,,,,,3.0,0.76,Low,Back-Hispanic-Asian
138993.0,Female,15.0,Mexican American,,US,,,,,6.0,,High,Back-Hispanic-Asian
138994.0,Female,5.0,Mexican American,,US,,,,,5.0,1.42,Low,Back-Hispanic-Asian
138995.0,Female,8.0,Non-Hispanic White,,Others,< 1,,,,7.0,,High,White
138996.0,Female,26.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,No,4.0,0.88,Low,White
138997.0,Female,12.0,Other Hispanic,,Others,5-9,,,,4.0,2.5,Middle,Back-Hispanic-Asian
138998.0,Male,71.0,Non-Hispanic Black,Yes,US,,High school,Married/Living with partner,,2.0,3.99,Middle,Back-Hispanic-Asian
138999.0,Male,72.0,Non-Hispanic White,Yes,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
139000.0,Male,71.0,Mexican American,No,Others,>20,Some college,Married/Living with partner,,4.0,3.42,Middle,Back-Hispanic-Asian
139001.0,Female,64.0,Other Hispanic,No,Others,< 1,High school,Never married,,7.0,0.52,Low,Back-Hispanic-Asian
139002.0,Male,80.0,Non-Hispanic Asian,No,Others,>20,College graduate,Married/Living with partner,,2.0,5.0,High,Back-Hispanic-Asian
139003.0,Male,18.0,Other Hispanic,No,US,,,,,4.0,3.06,Middle,Back-Hispanic-Asian
139004.0,Female,59.0,Non-Hispanic Black,No,US,,Some college,Never married,,1.0,1.78,Low,Back-Hispanic-Asian
139005.0,Female,18.0,Non-Hispanic White,No,US,,,,,3.0,5.0,High,White
139006.0,Male,2.0,Other Hispanic,,US,,,,,4.0,,High,Back-Hispanic-Asian
139007.0,Male,1.0,Non-Hispanic Black,,US,,,,,3.0,,High,Back-Hispanic-Asian
139008.0,Female,65.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,1.71,Low,White
139009.0,Male,80.0,Non-Hispanic White,Yes,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
139010.0,Male,53.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,4.0,5.0,High,White
139011.0,Female,26.0,Non-Hispanic Black,No,US,,Some college,Never married,No,4.0,,High,Back-Hispanic-Asian
139012.0,Female,14.0,Non-Hispanic White,,US,,,,,4.0,,High,White
139013.0,Female,22.0,Non-Hispanic White,No,US,,High school,Never married,No,4.0,5.0,High,White
139014.0,Male,19.0,Non-Hispanic Black,No,US,,,,,1.0,0.03,Low,Back-Hispanic-Asian
139015.0,Female,12.0,Mexican American,,US,,,,,6.0,0.69,Low,Back-Hispanic-Asian
139016.0,Female,51.0,Mexican American,No,Others,>20,Some college,Widowed/Divorced/Separated,,3.0,2.71,Middle,Back-Hispanic-Asian
139017.0,Female,17.0,Other Hispanic,No,Others,1-4,,,,7.0,0.35,Low,Back-Hispanic-Asian
139018.0,Female,19.0,Non-Hispanic White,No,US,,,,,5.0,1.69,Low,White
139019.0,Female,47.0,Non-Hispanic White,No,Others,>20,College graduate,Widowed/Divorced/Separated,,1.0,5.0,High,White
139020.0,Male,12.0,Non-Hispanic White,,US,,,,,3.0,5.0,High,White
139021.0,Female,11.0,Non-Hispanic Black,,US,,,,,3.0,1.04,Low,Back-Hispanic-Asian
139022.0,Male,14.0,Non-Hispanic Black,,US,,,,,3.0,0.43,Low,Back-Hispanic-Asian
139023.0,Male,5.0,Mexican American,,US,,,,,2.0,3.82,Middle,Back-Hispanic-Asian
139024.0,Female,40.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,No,5.0,2.74,Middle,White
139025.0,Female,57.0,Non-Hispanic Black,No,US,,High school,Never married,,4.0,,High,Back-Hispanic-Asian
139026.0,Female,67.0,Other Race,No,US,,Some college,Widowed/Divorced/Separated,,1.0,2.87,Middle,Back-Hispanic-Asian
139027.0,Female,76.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,1.0,4.78,Middle,White
139028.0,Female,48.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,1.0,5.0,High,White
139029.0,Male,67.0,Other Hispanic,No,Others,10-14,9-11th grade,Widowed/Divorced/Separated,,1.0,3.26,Middle,Back-Hispanic-Asian
139030.0,Female,33.0,Mexican American,No,US,,Some college,Married/Living with partner,Cannot ascertain,4.0,4.32,Middle,Back-Hispanic-Asian
139031.0,Female,14.0,Non-Hispanic White,,US,,,,,5.0,5.0,High,White
139032.0,Female,27.0,Mexican American,No,US,,College graduate,Married/Living with partner,Cannot ascertain,2.0,3.8,Middle,Back-Hispanic-Asian
139033.0,Female,78.0,Non-Hispanic Black,No,Others,>20,College graduate,Married/Living with partner,,5.0,4.88,Middle,Back-Hispanic-Asian
139034.0,Female,5.0,Mexican American,,US,,,,,3.0,1.04,Low,Back-Hispanic-Asian
139035.0,Male,7.0,Non-Hispanic White,,US,,,,,4.0,5.397605346934028e-79,Low,White
139036.0,Female,72.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,1.0,,High,White
139037.0,Female,76.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,2.03,Middle,White
139038.0,Male,37.0,Other Hispanic,No,Others,15-19,High school,Married/Living with partner,,4.0,1.8,Low,Back-Hispanic-Asian
139039.0,Female,71.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,3.11,Middle,White
139040.0,Male,17.0,Non-Hispanic White,No,US,,,,,3.0,3.8,Middle,White
139041.0,Male,46.0,Mexican American,No,US,,9-11th grade,Never married,,3.0,0.69,Low,Back-Hispanic-Asian
139042.0,Female,34.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,No,3.0,1.25,Low,White
139043.0,Female,32.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,Cannot ascertain,4.0,2.15,Middle,White
139044.0,Female,66.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,2.0,2.53,Middle,White
139045.0,Male,24.0,Non-Hispanic Black,No,Others,10-14,High school,Never married,,1.0,,High,Back-Hispanic-Asian
139046.0,Female,73.0,Non-Hispanic White,No,US,,College graduate,Never married,,1.0,2.74,Middle,White
139047.0,Female,35.0,Mexican American,No,US,,High school,Never married,No,2.0,2.29,Middle,Back-Hispanic-Asian
139048.0,Male,65.0,Non-Hispanic Black,No,US,,College graduate,Married/Living with partner,,2.0,1.64,Low,Back-Hispanic-Asian
139049.0,Female,19.0,Non-Hispanic White,No,US,,,,,5.0,2.92,Middle,White
139050.0,Male,73.0,Non-Hispanic White,Yes,US,,Some college,Widowed/Divorced/Separated,,1.0,4.66,Middle,White
139051.0,Female,6.0,Non-Hispanic White,,US,,,,,6.0,4.5,Middle,White
139052.0,Male,26.0,Non-Hispanic White,No,US,,High school,Never married,,1.0,1.89,Low,White
139053.0,Female,61.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,2.21,Middle,White
139054.0,Male,74.0,Non-Hispanic White,Yes,US,,Some college,Widowed/Divorced/Separated,,2.0,1.26,Low,White
139055.0,Female,5.0,Non-Hispanic White,,US,,,,,5.0,1.14,Low,White
139056.0,Male,36.0,Non-Hispanic Asian,No,Others,1-4,College graduate,Married/Living with partner,,2.0,4.56,Middle,Back-Hispanic-Asian
139057.0,Female,58.0,Non-Hispanic White,No,US,,College graduate,Never married,,1.0,5.0,High,White
139058.0,Male,21.0,Other Hispanic,Yes,US,,High school,Never married,,2.0,1.77,Low,Back-Hispanic-Asian
139059.0,Female,74.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,3.0,1.37,Low,White
139060.0,Female,30.0,Mexican American,No,Others,5-9,9-11th grade,Never married,Cannot ascertain,5.0,0.5,Low,Back-Hispanic-Asian
139061.0,Female,57.0,Other Race,No,US,,Some college,Married/Living with partner,,4.0,0.79,Low,Back-Hispanic-Asian
139062.0,Female,41.0,Mexican American,No,US,,Some college,Married/Living with partner,No,5.0,4.93,Middle,Back-Hispanic-Asian
139063.0,Female,80.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,,High,White
139064.0,Female,8.0,Non-Hispanic White,,US,,,,,6.0,,High,White
139065.0,Male,56.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,3.3,Middle,White
139066.0,Male,63.0,Non-Hispanic White,No,US,,< 9th grade,Widowed/Divorced/Separated,,3.0,,High,White
139067.0,Female,80.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,,High,White
139068.0,Male,12.0,Non-Hispanic White,,US,,,,,4.0,5.0,High,White
139069.0,Male,20.0,Non-Hispanic White,No,US,,High school,Never married,,2.0,2.57,Middle,White
139070.0,Female,7.0,Other Hispanic,,Others,1-4,,,,3.0,2.82,Middle,Back-Hispanic-Asian
139071.0,Male,3.0,Non-Hispanic White,,US,,,,,4.0,3.89,Middle,White
139072.0,Male,72.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
139073.0,Male,66.0,Other Hispanic,Yes,US,,College graduate,Widowed/Divorced/Separated,,1.0,1.62,Low,Back-Hispanic-Asian
139074.0,Female,34.0,Other Hispanic,No,US,,College graduate,Married/Living with partner,No,4.0,2.05,Middle,Back-Hispanic-Asian
139075.0,Male,2.0,Non-Hispanic White,,US,,,,,7.0,1.07,Low,White
139076.0,Female,18.0,Non-Hispanic White,No,US,,,,,1.0,0.08,Low,White
139077.0,Male,53.0,Non-Hispanic White,No,US,,High school,Never married,,2.0,1.52,Low,White
139078.0,Female,25.0,Non-Hispanic White,No,US,,9-11th grade,Never married,No,3.0,,High,White
139079.0,Female,43.0,Non-Hispanic Black,No,US,,9-11th grade,Married/Living with partner,No,2.0,1.06,Low,Back-Hispanic-Asian
139080.0,Male,5.397605346934028e-79,Non-Hispanic White,,US,,,,,4.0,3.89,Middle,White
139081.0,Female,39.0,Non-Hispanic White,No,US,,9-11th grade,Never married,No,3.0,0.16,Low,White
139082.0,Male,44.0,Other Hispanic,No,US,,College graduate,Never married,,2.0,2.01,Middle,Back-Hispanic-Asian
139083.0,Female,4.0,Non-Hispanic White,,US,,,,,4.0,,High,White
139084.0,Female,60.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,2.0,0.19,Low,White
139085.0,Male,62.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,5.0,High,White
139086.0,Male,27.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,4.0,0.79,Low,White
139087.0,Male,5.0,Non-Hispanic White,,US,,,,,4.0,4.32,Middle,White
139088.0,Female,67.0,Mexican American,No,Others,>20,< 9th grade,Widowed/Divorced/Separated,,5.0,,High,Back-Hispanic-Asian
139089.0,Male,52.0,Non-Hispanic White,No,US,,Some college,Never married,,1.0,5.0,High,White
139090.0,Male,57.0,Non-Hispanic White,Yes,US,,Some college,Widowed/Divorced/Separated,,1.0,5.0,High,White
139091.0,Female,5.397605346934028e-79,Other Hispanic,,US,,,,,3.0,5.0,High,Back-Hispanic-Asian
139092.0,Female,12.0,Non-Hispanic White,,US,,,,,4.0,5.0,High,White
139093.0,Female,61.0,Non-Hispanic Black,No,US,,Some college,Married/Living with partner,,3.0,3.62,Middle,Back-Hispanic-Asian
139094.0,Male,51.0,Mexican American,No,Others,>20,< 9th grade,Married/Living with partner,,7.0,1.05,Low,Back-Hispanic-Asian
139095.0,Male,2.0,Non-Hispanic White,,US,,,,,5.0,2.92,Middle,White
139096.0,Female,45.0,Other Race,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,Back-Hispanic-Asian
139097.0,Male,57.0,Other Hispanic,No,Others,< 1,High school,Married/Living with partner,,5.0,2.4,Middle,Back-Hispanic-Asian
139098.0,Female,5.0,Non-Hispanic White,,US,,,,,4.0,5.0,High,White
139099.0,Male,1.0,Non-Hispanic Black,,US,,,,,6.0,,High,Back-Hispanic-Asian
139100.0,Female,28.0,Other Hispanic,No,US,,Some college,Married/Living with partner,No,6.0,0.91,Low,Back-Hispanic-Asian
139101.0,Male,10.0,Other Hispanic,,US,,,,,6.0,1.34,Low,Back-Hispanic-Asian
139102.0,Male,72.0,Non-Hispanic Black,No,US,,College graduate,Married/Living with partner,,2.0,4.1,Middle,Back-Hispanic-Asian
139103.0,Male,27.0,Other Race,No,US,,Some college,Never married,,2.0,2.74,Middle,Back-Hispanic-Asian
139104.0,Female,61.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,3.77,Middle,White
139105.0,Male,1.0,Non-Hispanic White,,US,,,,,4.0,5.0,High,White
139106.0,Female,12.0,Mexican American,,US,,,,,3.0,0.57,Low,Back-Hispanic-Asian
139107.0,Male,17.0,Non-Hispanic White,No,US,,,,,2.0,2.89,Middle,White
139108.0,Female,33.0,Non-Hispanic White,No,US,,High school,Never married,Cannot ascertain,2.0,2.65,Middle,White
139109.0,Female,73.0,Non-Hispanic White,No,US,,9-11th grade,Widowed/Divorced/Separated,,1.0,1.32,Low,White
139110.0,Female,4.0,Non-Hispanic White,,US,,,,,7.0,1.07,Low,White
139111.0,Male,23.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,2.0,0.27,Low,White
139112.0,Male,14.0,Non-Hispanic White,,US,,,,,5.0,1.49,Low,White
139113.0,Female,80.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,,High,White
139114.0,Male,14.0,Other Hispanic,,US,,,,,4.0,0.79,Low,Back-Hispanic-Asian
139115.0,Male,80.0,Non-Hispanic White,Yes,US,,Some college,Married/Living with partner,,4.0,,High,White
139116.0,Female,73.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,1.0,2.58,Middle,White
139117.0,Male,72.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,3.0,2.17,Middle,White
139118.0,Male,65.0,Non-Hispanic Asian,No,Others,>20,College graduate,Married/Living with partner,,3.0,4.34,Middle,Back-Hispanic-Asian
139119.0,Male,28.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,2.06,Middle,White
139120.0,Male,34.0,Non-Hispanic White,No,US,,College graduate,Never married,,1.0,5.0,High,White
139121.0,Male,24.0,Other Hispanic,No,US,,Some college,Never married,,4.0,2.7,Middle,Back-Hispanic-Asian
139122.0,Female,58.0,Non-Hispanic Black,No,US,,Some college,Married/Living with partner,,2.0,3.96,Middle,Back-Hispanic-Asian
139123.0,Male,41.0,Non-Hispanic Asian,No,Others,1-4,College graduate,Married/Living with partner,,4.0,5.0,High,Back-Hispanic-Asian
139124.0,Male,39.0,Non-Hispanic White,No,US,,College graduate,Never married,,3.0,5.0,High,White
139125.0,Male,43.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,4.0,2.5,Middle,White
139126.0,Female,60.0,Non-Hispanic Asian,No,Others,>20,Some college,Married/Living with partner,,4.0,4.32,Middle,Back-Hispanic-Asian
139127.0,Male,4.0,Mexican American,,US,,,,,6.0,0.32,Low,Back-Hispanic-Asian
139128.0,Male,43.0,Mexican American,No,Others,>20,9-11th grade,Married/Living with partner,,3.0,1.39,Low,Back-Hispanic-Asian
139129.0,Female,68.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
139130.0,Male,73.0,Non-Hispanic White,No,Others,>20,College graduate,Married/Living with partner,,2.0,5.0,High,White
139131.0,Male,28.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,3.0,2.78,Middle,White
139132.0,Female,19.0,Mexican American,No,US,,,,,3.0,,High,Back-Hispanic-Asian
139133.0,Female,65.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,,High,White
139134.0,Female,80.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,1.0,2.33,Middle,White
139135.0,Male,7.0,Other Race,,US,,,,,5.0,2.77,Middle,Back-Hispanic-Asian
139136.0,Male,33.0,Non-Hispanic Asian,No,Others,5-9,College graduate,Widowed/Divorced/Separated,,1.0,3.68,Middle,Back-Hispanic-Asian
139137.0,Female,15.0,Non-Hispanic Black,,US,,,,,5.0,0.09,Low,Back-Hispanic-Asian
139138.0,Male,70.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,3.14,Middle,White
139139.0,Male,49.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,4.0,3.6,Middle,White
139140.0,Female,68.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,2.0,0.86,Low,White
139141.0,Male,75.0,Non-Hispanic White,Yes,US,,High school,Married/Living with partner,,2.0,4.37,Middle,White
139142.0,Male,5.0,Other Hispanic,,Others,< 1,,,,3.0,2.43,Middle,Back-Hispanic-Asian
139143.0,Female,7.0,Non-Hispanic Black,,US,,,,,5.0,1.85,Low,Back-Hispanic-Asian
139144.0,Male,60.0,Non-Hispanic White,No,US,,9-11th grade,Widowed/Divorced/Separated,,2.0,0.79,Low,White
139145.0,Female,42.0,Non-Hispanic Asian,No,Others,5-9,9-11th grade,Widowed/Divorced/Separated,No,3.0,3.04,Middle,Back-Hispanic-Asian
139146.0,Female,42.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,Cannot ascertain,3.0,3.26,Middle,White
139147.0,Male,14.0,Other Hispanic,,US,,,,,4.0,1.8,Low,Back-Hispanic-Asian
139148.0,Female,42.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,No,4.0,3.33,Middle,White
139149.0,Female,65.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,2.29,Middle,White
139150.0,Male,75.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
139151.0,Male,24.0,Other Hispanic,No,US,,Some college,Married/Living with partner,,2.0,1.07,Low,Back-Hispanic-Asian
139152.0,Female,57.0,Non-Hispanic White,No,US,,< 9th grade,Married/Living with partner,,4.0,0.23,Low,White
139153.0,Female,24.0,Non-Hispanic White,No,US,,College graduate,Never married,No,1.0,1.84,Low,White
139154.0,Male,14.0,Other Race,,US,,,,,4.0,0.97,Low,Back-Hispanic-Asian
139155.0,Female,9.0,Other Race,,US,,,,,4.0,5.0,High,Back-Hispanic-Asian
139156.0,Female,33.0,Other Hispanic,No,US,,College graduate,Never married,No,2.0,5.0,High,Back-Hispanic-Asian
139157.0,Female,22.0,Non-Hispanic White,No,US,,College graduate,Never married,No,2.0,2.3,Middle,White
139158.0,Male,47.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,,High,White
139159.0,Female,70.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
139160.0,Male,80.0,Other Hispanic,No,Others,>20,High school,Widowed/Divorced/Separated,,1.0,1.71,Low,Back-Hispanic-Asian
139161.0,Female,64.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,3.0,2.39,Middle,White
139162.0,Male,80.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,4.61,Middle,White
139163.0,Female,75.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
139164.0,Female,65.0,Non-Hispanic White,Yes,US,,College graduate,Married/Living with partner,,2.0,3.44,Middle,White
